"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"LOC100270804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,84,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VPS37D",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,283,0,42,0,0,0,38,0,30,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPTBN5",0,0,0,165,0,0,228,373,153,0,205,0,0,561,471,196,0,604,0,0,463,0,165,1189,0,0,197,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF1L",0,0,20,0,0,33,0,0,0,0,0,0,39,51,169,225,30,38,22,54,41,55,25,52,0,11,14,0,14,252,37,259,21,67,6,44,270,547,17,0,0,0,0,0,452,0,0,0,147,0,11,0,12,185,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDR78",410,584,905,0,176,0,350,0,409,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,1724,554,0,2163,0,0,0,0,0,0,0,322,0,496,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0
"CYYR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIB1",0,25,0,0,0,0,0,25,85,0,27,25,0,0,0,0,55,0,257,153,0,0,25,449,3230,1909,24,7041,2953,5577,2025,3424,2095,1143,1183,3435,2780,4949,5231,9237,1046,151,4601,3477,2501,704,0,1597,1212,1635,2108,11,12576,5051,8160,12059,46958,6374,6084,3308,0,181,1187,536,0,0,0,807,2249,1402,23,699,859,796,145,0,0,0,3013,342,53,2127,0,1166,243,0,30,0,0,1760
"TMEM27",4817,9171,7454,1505,3780,2762,2242,1904,1873,1749,1382,1628,1900,5730,0,0,153,3679,5858,3311,11315,8768,2361,9384,19040,11018,3146,5654,0,3531,1553,148,0,3321,801,1200,11694,0,3590,2454,0,0,4390,0,0,1289,0,1259,0,0,614,0,0,4762,215,92,92,492,0,0,0,0,0,0,0,1104,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4237,0
"MANEAL",158,205,188,186,134,123,369,383,268,295,257,282,393,325,183,156,582,191,344,210,224,265,177,169,2275,824,2294,1242,3153,5114,6027,3918,4448,4345,1397,2149,5263,1932,6659,5300,4161,7934,2878,6930,10700,2842,385,7802,3920,3750,1930,363,10384,4013,4346,3166,5347,8111,5882,4907,3412,235,5270,303,2047,87,117,82,237,104,415,117,654,2128,118,399,131,191,175,128,57,456,951,1348,186,240,186,495,68,194
"MTBP",1255,1717,2050,2053,1130,2050,2078,2000,1847,1179,1489,1951,5043,385,0,333,359,3278,538,7633,5430,0,1128,4766,0,313,0,618,167,843,1026,1457,178,1399,745,5230,0,0,0,564,667,283,0,666,0,0,0,257,359,1691,128,0,1001,1156,0,0,0,1207,617,2620,0,0,0,257,0,0,0,1870,1690,0,1076,0,2157,13124,308,5021,2716,0,0,0,0,7582,0,615,1282,0,0,0,256,514
"S100A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,554,0,0,0,0,351,0,0,42,286,17,0,0,409,22,0,14,89,0,0,0,0,0,0,0,0,665,481,0,203,425,166,55,0,1443,592,37,74,740,0,37,0,25902,12961,22780,48884,59448,9547,2345,46655,5335,49318,23189,18954,6571,924,5879,19870,4617,7738,13365,795,65832,16989,8783,37399,152128,664,6084,333118,315598,72415
"SNX20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPDYE6",0,41,0,37,48,72,0,0,0,0,0,0,41,0,160,0,58,0,92,75,0,0,0,0,19,24,12,0,44,84,20,39,0,0,0,62,27,0,0,0,187,0,119,0,140,51,0,55,27,0,10,0,31,89,89,126,0,44,34,51,0,0,0,0,0,0,0,0,228,0,0,0,14,24,0,27,0,0,0,0,0,0,0,0,51,0,0,256,0,0
"LARP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,3486,320,0,709,248,0,196,247,414,33,116,221,0,0,0,0,0,0,0,0,89,0,134,123,0,145,78,0,267,0,0,0,201,0,246,0,1224,645,1624,0,0,567,0,712,111,601,1624,0,1193,10722,245,78,0,0,0,78,0,0,13537,3243,56,8998,6585,6790,0,0
"GUSBL1",639,213,356,1067,285,427,357,1352,0,0,569,569,0,0,0,0,0,0,4900,3977,0,2699,852,1278,0,186,0,0,1054,3088,669,3695,0,554,0,556,0,427,781,2273,498,2414,212,0,1563,1422,1919,1991,1849,4830,0,142,3769,0,0,0,996,1494,570,712,568,1491,0,1775,1136,142,0,142,425,0,426,213,142,214,0,0,4332,709,0,0,213,7456,284,0,0,0,10594,2775,0,0
"ZFP82",7073,8393,7385,5062,3699,8083,7365,8183,6246,5264,3711,6400,5607,9663,0,231,1962,7178,10326,11712,9915,7286,3718,6825,3257,3682,342,681,9981,12916,11375,12497,13607,13237,5436,6012,831,0,7565,2671,5084,3461,5194,0,2044,1227,14,6247,2373,0,2631,27,4024,9934,300,6356,20704,11986,5847,12076,0,0,0,0,3282,95,0,831,504,0,0,0,546,1377,7023,11686,313,0,82,2550,7779,26342,0,0,0,0,0,0,0,0
"LAMA5",59,33,48,50,67,43,38,64,105,101,93,82,268,95,357,110,16,57,37,115,108,202,74,114,87,23,22,50,42,9,5,0,0,0,0,0,86,18,27,60,68,0,0,0,0,0,0,46,6,0,0,0,19,24,30,9,0,0,17,0,0,241,36,145,135,33,102,200,181,0,24,44,44,119,9,67,226,361,311,4,14,563,123,458,62,132,494,0,365,50
"PMS2L11",1503,1165,1680,443,459,410,676,627,724,571,644,732,1838,851,1597,698,2386,2056,1117,1397,1301,1245,1213,1639,1213,154,394,1689,60,189,95,23,430,259,306,174,64,185,273,314,386,201,362,289,386,56,8,354,153,193,314,0,764,749,330,499,402,435,217,330,0,217,337,0,201,72,377,88,249,651,129,24,0,0,0,0,369,72,0,64,0,0,0,0,330,200,177,0,282,0
"C16orf86",0,0,12,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,52,0,0,0,57,10,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,403,0,0
"LAMC1",25947,34425,29369,16998,12169,19510,15670,18231,23744,17966,38575,43395,21680,10460,12614,11669,26650,34028,15840,31541,25557,20065,15864,41349,20007,10239,11720,30064,6978,10897,11362,11838,1967,5175,1955,1877,17993,45462,19153,15782,15766,22250,4565,33298,31290,13458,26404,21027,24117,13250,10884,78,35005,17341,4222,2749,5357,3916,11651,12413,258407,86615,54743,73794,198260,114064,136793,126666,252887,114687,67714,93614,88290,47639,23135,106794,122797,171671,118635,92966,127764,213414,21972,69280,138396,92792,52675,3030,158995,73770
"PBX3",53061,76229,53665,33444,29761,46464,26896,27280,34500,37883,39667,33522,146911,0,158096,52296,27095,61702,57265,23095,28394,41893,53098,15732,8036,34334,7698,62549,54957,76016,61469,214056,213305,65143,60625,66175,276612,258901,128337,103520,200651,65254,58839,57148,122894,86723,5761,55249,64395,3609,56235,0,153237,88655,51548,49268,39114,29306,35483,95371,0,0,0,0,0,83031,5216,0,1075,0,5602,0,64533,191808,93351,3452,0,16191,8745,0,1074,0,0,0,0,76153,167903,0,113005,617
"ANGPT1",12236,10450,6661,4658,1439,1783,1381,1840,3562,4942,3736,981,0,13540,0,0,10970,28879,4075,0,0,16590,2122,8612,1063,0,0,0,3939,0,1015,0,1269,4368,1370,2316,4366,0,0,0,3964,0,19363,0,0,18044,0,2815,8853,0,5114,0,0,0,0,0,690,0,0,8003,0,10620,38624,7578,67955,50060,7462,36460,27258,33867,26919,16999,8804,60829,1092,1838,4192,0,0,2299,0,0,0,47265,78218,0,15519,0,0,0
"SEMA6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,138,0,0,0,0,0,0,86,137,79,907,925,108,85,0,152,116,0,869,590,0,0,1728,674,120,103,2066,0,113,1227,63,0,42,0,2920,2522,88,0,6356,0,673,0,58283,39500,40550,43973,49995,8720,25305,23834,128395,43259,19279,12767,15099,24649,21614,28596,24557,53381,29949,47474,56144,31752,17596,44401,44213,26033,17452,11127,33418,82863
"HSD11B1L",28,19,98,507,272,511,286,441,352,591,441,314,0,1549,0,0,131,201,159,0,37,375,28,314,556,82,53,73,0,0,0,41,16,0,0,8,680,0,0,239,0,0,769,0,0,0,5,122,0,0,42,0,24,1159,14,113,0,333,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0
"EPHA1",0,0,0,207,0,0,0,0,0,0,0,551,2652,0,0,0,0,0,688,483,0,0,0,0,5462,16080,6638,19894,1407,4090,4018,0,3367,840,0,2719,2966,10520,0,6105,10346,3170,9832,2760,1655,518,0,5452,3071,5653,276,0,588,1762,0,0,0,587,898,0,30458,0,0,23161,11232,172,0,414,0,23293,0,4137,1037,0,0,0,0,0,0,828,0,2034,0,13601,0,28591,0,0,0,7938
"CREB5",66321,75035,46886,75018,70326,71601,123902,107981,94604,114851,56980,73973,162922,105712,212702,113991,132780,108896,73845,203890,211773,215031,122787,161959,33636,21520,10149,27278,9462,0,5024,0,0,0,0,4655,24577,0,0,33036,16085,0,20986,0,4516,0,3898,0,0,0,1237,7177,0,0,0,0,0,0,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANGPT2",450,691,486,754,401,692,887,450,753,656,656,390,0,6692,449,0,328,862,0,0,777,0,339,0,0,0,0,0,1295,1183,1201,3111,311,994,851,80,4166,1822,583,643,328,2111,0,1397,97,498,73,0,158,0,73,0,716,218,97,243,0,0,621,755,0,97,1686,0,1346,0,0,0,0,0,85,61,97,243,0,740,0,170,0,73,0,266,535,0,0,0,0,0,0,0
"DYRK1B",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,41,0,88,0,0,0,0,0,127,25,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,39,0,0,46,18,0,0,0,0,0,0,0,0,200,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,274,0,0,0,46,0
"HLA-DRB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,392,0,0,0,424,272,0,0,0,0,0,450,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,24,0,1625,30,9869,41,0,0,0,0,0,0,0,0
"RBKS",6670,2191,1645,5672,2929,6397,6859,5120,3567,5760,1556,8325,0,0,456,0,0,0,8311,15249,0,5295,4473,10593,0,0,9577,15262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,274,0,0,91,0,0,0,0,0,0,366,0,639,1278,0,0,0,6574,0,182,0,0,2008,0,3661,41388,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHLDB1",883,465,528,1705,711,929,1859,1221,1121,1403,1705,2297,845,4546,4246,1601,1256,282,1984,1738,2957,2011,155,2084,110,79,3164,2744,135,0,0,886,0,0,1371,915,3097,0,893,173,0,0,0,0,0,255,1995,0,1394,0,374,0,355,0,0,0,829,0,110,402,0,0,0,0,3857,592,173,2840,1010,0,291,564,1742,0,410,0,255,437,0,246,21310,0,537,0,0,0,0,0,5212,0
"TPD52",27054,31926,20939,34301,39612,33208,62582,59543,43284,52090,34621,37289,71341,56384,48104,47640,29435,30604,27653,61453,45580,47818,24350,41367,16473,16786,9957,18734,3556,2584,1727,1311,1936,6219,704,1807,2599,734,423,5683,2997,1081,3035,0,329,404,112,2750,1624,168,728,0,1816,840,0,0,977,0,2293,0,1379,2317,50,1386,4770,217,478,2479,13755,186,1932,969,2684,32324,684,4541,9431,3206,3795,896,1448,12388,56,11661,5697,27173,4336,6704,18446,12841
"CPNE8",1931,1783,1634,1191,0,1485,0,0,0,0,0,815,8158,0,4079,965,0,0,1632,1263,2600,0,2376,5712,1375,5048,1100,0,0,0,0,0,0,1376,0,0,6979,891,0,3641,0,0,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,12685,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,6235,0,0,0,0,0,0,0,0,0,0,0,0
"TAGLN",0,0,0,25,0,0,0,0,0,21,0,42,0,0,0,0,0,0,0,0,169,0,0,0,0,0,12,18,0,149,0,14,0,72,92,0,106,430,233,222,254,21,0,18,11,0,0,240,0,778,0,0,0,621,21,0,28,127,32,233,0,0,0,0,0,18,0,391,0,0,0,0,0,0,0,0,0,0,408,321,0,0,0,46,0,0,0,0,0,88
"PTPRK",134906,129440,138498,65636,50414,96893,74210,83726,59167,82260,62992,78233,262367,191951,221856,51987,97465,196361,127712,239480,135718,147285,124041,108865,61804,57376,31148,53327,0,8078,2344,5323,12947,16511,542,926,34871,7059,1992,22361,48259,2530,9876,70917,0,0,2536,903,0,16296,0,2896,0,0,0,0,0,1087,2543,7710,3524,0,1174,1449,0,0,6057,0,23879,85950,20445,6701,1996,14668,3081,0,0,0,12027,634,0,0,0,0,0,0,0,0,53620,0
"ZNF610",4882,7697,5825,4423,5423,7837,7801,7541,7103,6514,5202,5806,6282,2540,39558,13697,6220,13408,10348,32100,11630,6259,9825,13586,7321,3612,2617,2120,0,867,740,158,3052,0,0,1037,4049,4008,69,4964,0,0,0,0,4484,41,0,2258,1109,520,2832,0,1944,2369,479,96,0,904,68,9253,82,0,0,0,0,0,0,0,0,0,0,96,534,68,0,0,0,0,0,0,0,9321,14410,0,0,10670,0,0,0,0
"LETM2",1561,514,1361,1746,1979,2076,5052,4935,4553,3872,2926,3591,7180,2786,13778,680,7137,6323,8482,8993,6339,8346,9557,4481,1569,5355,2402,5147,0,0,1173,1919,0,0,99,40,0,0,6178,1030,0,0,0,0,133,0,0,382,1263,2241,33,0,3839,2694,66,199,0,316,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3025,0,0,0,0,0,0
"ARHGAP31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,40,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,125,0,0,0,0,37,0,0,0,0,0,0,0,30,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"DNM3",455,423,458,306,160,353,211,384,228,244,217,234,256,1113,887,282,520,589,531,335,429,561,190,404,79,144,377,325,253,168,0,60,0,52,0,157,0,125,0,200,228,0,216,67,77,8,0,224,89,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C7orf10",2276449,1665243,1453485,274162,305007,430597,505083,460778,215828,292117,449982,623388,563662,1394096,469002,356745,1057322,961597,528919,808628,712716,641931,513561,636608,175972,49567,96940,176290,3901,8902,36204,9735,18112,0,8482,3295,81334,111650,85953,100687,50135,167208,92710,360714,0,41719,422,54384,1262,0,16435,0,3799,41343,0,13069,0,4222,18156,0,0,74083,43348,0,0,2523,0,0,0,0,14732,7157,14772,0,0,0,48841,0,1261,0,0,227345,0,17295,0,0,0,0,0,246198
"NCRNA00174",55,61,0,66,66,94,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,41,100,1027,0,0,0,0,2318,0,0,116,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0
"SHCBP1",70597,79904,54007,37007,27588,35255,43214,42765,30045,27826,26758,27151,36864,43161,21097,5620,18171,16370,16935,11477,16886,23673,16482,26757,10612,18517,2394,11625,21202,46413,6727,35506,35732,17755,8606,8826,76252,41344,28619,89102,120948,81275,31575,63005,11252,4564,1584,14274,12286,6921,8280,43,11826,22237,3557,2809,2232,9097,4140,6507,28014,19099,9145,15881,27395,17074,48043,4892,61682,19632,20609,3022,11058,30152,37616,45483,1583,41817,11878,17179,10662,26726,0,21611,33062,143,0,12465,27359,16031
"ECM2",0,0,0,0,432,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,785,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615,1258,0,0,3148,354,3658,0,552,0,0,0,0,903,0,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP1R12B",1649,2128,1866,1728,1076,1778,1823,2182,1887,2988,1664,1996,1499,6858,1742,153,1080,3278,4588,1232,2281,1611,2415,3610,1717,635,1799,2401,823,3678,1196,351,379,1633,677,954,2621,3408,2813,4176,4904,7077,422,652,684,224,505,806,672,301,198,243,1740,1210,377,601,493,827,1493,731,0,96,5819,1884,990,0,2632,479,0,153,109,77,429,1611,12698,505,0,0,0,0,0,299,275,359,0,829,1050,377,0,0
"MARCKS",23,41,23,166,98,80,33,0,0,0,90,47,0,51,29,0,0,0,0,0,31,0,0,0,1407,2369,1083,3604,252,60,462,173,150,164,87,0,59,43,217,291,156,211,168,205,0,156,0,322,529,183,129,18,61,571,12,0,229,27,280,309,15033,5782,18741,5771,5202,5710,8237,3758,14653,6274,4299,6210,3641,127,820,5230,1584,4987,1985,20843,966,5316,1100,29866,3896,70,23,1032,3211,25
"SACS",212,211,209,185,83,147,170,165,253,247,123,184,771,0,184,138,58,190,172,278,96,73,121,139,42,252,294,252,183,586,509,585,88,71,143,179,596,599,653,913,1408,678,414,395,110,414,60,406,301,363,58,638,371,657,129,371,98,55,394,521,0,0,0,0,484,543,0,124,791,46,65,0,21,273,0,0,0,0,0,35,0,761,0,0,171,42,41,59,447,74
"TTLL12",1629,1434,1823,5008,3901,6200,4124,4866,4848,4671,5215,6724,8023,6148,8387,2883,6075,8346,6294,6432,8078,10665,6966,9215,2207,2061,1676,6709,631,207,1317,1218,742,1363,73,574,3192,2480,0,833,0,67,553,979,4818,3380,12,3333,2603,3099,553,0,9440,7309,2548,2889,6709,828,859,5075,3771,10342,2240,17738,6862,4932,10809,10698,33048,10810,6310,8750,4207,6157,15094,7173,3201,39295,7633,3624,14867,17457,7870,1290,8768,73,2177,11952,12806,7494
"LAYN",0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,191,0,0,0,0,0,31,2392,820,717,0,0,1642,163,39,0,595,2267,3420,0,2250,0,0,180,484,0,0,979,113,0,0,0,484,709,0,0,0,0,0,0,879,0,0,56,0,2394,0,360,0,7060,11561,1292,0,2867,0,0,0,0,157,0,0,0,0,0,0,0,0,0,2634,12095,14808,1283
"PPARA",7922,6544,4220,3482,1936,2975,2987,2839,3144,2995,1992,2979,0,326,677,0,336,7806,4721,1375,3065,5973,2741,6421,629,965,382,5604,345,2216,197,296,184,236,1005,616,875,1014,624,447,678,697,511,474,7167,670,549,5537,1908,335,279,353,1089,1499,1711,2076,214,904,1267,345,938,371,12354,6031,15477,632,353,3049,371,0,214,297,2198,809,344,2361,270,269,0,121,186,567,549,0,0,0,1051,232,0,325
"NCKAP5",804,724,387,801,607,879,397,303,308,730,378,407,1363,0,0,4170,452,333,204,838,1116,183,506,2218,0,312,85,0,0,0,158,0,0,0,0,0,0,0,0,134,392,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM83G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,4115,0,0,0,0,0,0,0,0,817,3959,0,0,0,0,0,0,3920,0,2120,0,64,0,0,0,0,0,0,0,0,0,0,6155,1803,0,0,0,332,0
"SGK223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,333,0,103,0,0,2990,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1208,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,125,0,0,250,0,0,292,0,1124,624,180,209,0,0,0,0,0,0,0,0,0,0,0,0,2841,0,0,3710,1029
"TMSB15B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,61,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,41,0,0,0,10,0,0,0,0,0,15,0,0,0,5,15,0,2579,462,0,15,0
"PLEK2",81199,57778,40471,182018,88826,75795,149502,144660,132073,166025,190265,261102,371978,416985,333059,285889,174722,136956,131103,158265,227403,214978,153060,227671,88968,60062,68974,156772,2344,9434,4402,5303,40,337,6118,4876,36059,24468,39171,20536,24274,84733,35124,16280,6300,208,0,5492,728,1004,606,0,16600,5010,1438,52,8490,225,8625,1111,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,15416,571,1886,0,1421,1472,0,0,9396,5941,0
"OPTN",2639,2522,1436,3175,2132,3097,1800,2365,2002,2535,2813,3516,16238,16027,7757,9204,13010,8807,4181,1648,2553,11613,5434,5956,9689,6215,3407,8137,5999,20446,7216,8180,3871,726,3999,1300,16225,15764,16860,26832,24818,31484,25071,19779,7298,7463,4769,11352,33154,45399,4514,5086,16594,14919,26256,25905,9394,2399,14763,16343,4445,0,10440,1489,234,14273,2084,0,32776,723,3381,2607,224,85,309,0,4212,0,0,351,0,0,3450,1789,139,6732,351,12681,0,351
"HDX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,0
