"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"ME1",5.592,6.103,8.126,5.424,5.901,4.698,3.463,4.834,3.119,3.057,1.677,1.781,2.023,0,0,5.558,0.161,2.023,1.854,0.123,1.613,2.454,3.135,2.572,0,0,0.627,0,0,0,3.271,0,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,44.462,1.333,0,0,0,0,0,0,0,0,0,1.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55,0,0,0,0
"PLEKHA6",0,0,0,0.156,0,0.371,0,0,0.404,0.163,0,0,0,0,0,0,1.522,0.149,0.677,0,0.103,0,0,0,0,0,0.563,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,1.108,0,0,0,0,0
"TMEM56",16.515,20.872,16.847,13.732,5.781,11.117,3.387,4.167,5.012,6.487,3.67,2.943,0.159,0.625,0,1.083,3.345,2.397,2.683,1.082,2.4,4.205,1.982,2.773,2.856,3.351,0,0.124,0,0,1.608,0,0,0,0,0.669,0.152,0.272,0,0.186,1.017,2.434,0,0.988,0.319,4.388,0.155,5.132,4.638,8.457,6.29,0.137,4.573,0.76,0.165,0,0,0.218,1.675,1.144,29.206,13.749,11.992,3.307,13.256,4.97,7.857,6.146,17.333,6.921,16.285,1.112,8.539,0,0,9.304,0,0,9.709,0.289,0.145,0.156,0,6.466,8.644,0,0,12.094,12.555,0
"EPM2AIP1",1.826,2.239,1.332,2.317,1.759,2.22,1.485,1.361,1.34,1.491,1.785,1.408,2.282,1.316,2.349,2.662,3.782,5.105,1.727,3.711,0.741,2.965,1.174,1.809,9.266,11.878,9.285,10.014,8.546,4.318,6.588,4.42,5.776,5.948,2.809,0.187,4.028,4.635,4.143,1.177,4.895,3.117,1.406,0.453,6.792,4.457,18.637,4.765,1.488,0,4.77,79.675,2.518,2.276,3.178,9.954,3.941,2.978,5.557,5.615,4.048,0.48,0,0,0,0,0,1.454,4.204,0,0.202,0,0,0.551,0,0,0,0.118,0.534,0.711,0,0,3.171,0.526,0,0,0.12,0,0,0.903
"CD3E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908,0,0,0.105,0,0,0,1.142,0,0,0,0,0,0,0.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM36",12.639,15.275,11.549,13.664,11.817,15.202,10.965,7.342,10.811,7.618,13.497,12.575,11.418,17.289,11.211,9.745,21.68,18.849,7.106,21.291,15.115,25.045,13.073,12.832,17.62,34.065,15.151,64.771,13.51,11.408,8.881,13.702,9.518,3.023,4.512,13.568,19.601,13.415,20.52,16.352,16.078,35.792,17.074,8.709,2.763,0.266,0,3.899,4.373,1.508,0.144,8.095,4.205,2.934,2.959,5.014,2.13,0.618,2.617,1.021,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPHB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.749,0,0,0,0,0,0,0,0,0,1.421,3.094,4.594,2.374,4.743,0.127,3.754,4.764,0,0.507,0.257,0.138,1.309,3.685,0,0,4.016,3.517,4.543,6.788,2.853,0,2.963,0,11.807,12.543,1.885,3.236,5.711,4.037,5.073,0.494,3.242,0,0,2.333,0,0.342,0,1.103,0,0,0,0,0.432,2.543,11.659,1.211,0.171,2.099,0.358,0.167,0,3.834,0,1.096,1.468,1.889,13.762,0,0,1.552
"SOX18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,0.155,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA12A",1.118,0.621,0.866,1.921,1.952,2.034,0.894,1.215,1.062,2.021,1.168,1.21,0.43,2.044,0.467,0.778,1.63,1.443,1.658,2.177,1.16,6.838,3.261,2.045,6.011,4.97,1.477,0.847,0.808,0.198,0.207,0.256,0,0,1.93,0,0.232,0,2.034,0.13,0.687,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDE3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0.268,0,0,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPDC1",3.465,3.011,3.873,2.176,2.036,0.758,1.049,1.17,1.646,1.097,1.686,1.174,0,0,0,0.206,0,2.133,2.42,1.036,1.895,0.998,2.551,1.926,2.124,2.592,4.087,6.481,0.244,0,0,0,0,0,0,0,2.115,1.56,0,1.501,0,0,3.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669,0,0,0,11.406,0,0,0
"PLAU",0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,3.839,0,1.774,0,0,0,0,0,0,0,0,0,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,1.207,0,0,2.591,0,0,2.377,0.121,0,0,2.306,1.057,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0.108,1.624,0,0,0,0,0,0,0,28.501,4.287,0,0.481,0,0,0,0
"GUCY1A3",0.89,2.073,0.642,0.889,0.771,0.798,0.423,0.358,1.335,1.089,0.483,1.439,0,0,1.514,1.89,0,4.051,0.533,0,0.492,0.232,0.553,1.044,0.504,1.823,2.814,0.124,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRKCDBP",4.084,4.34,2.853,6.87,4.462,2.115,3.05,2.273,4.302,3.44,3.958,2.648,6.637,0,0,0.404,11.599,3.919,4.785,0,5.467,7.458,4.26,3.287,6.127,0,0.354,0,1.15,0.704,4.56,3.89,0,0.599,0,0,41.957,28.136,18.401,9.359,7.076,0.306,7.057,17.012,0,2.743,0,6.501,0,7.501,0.123,0,1.362,11.284,5.35,0,10.433,0.345,2.383,6.921,0,0,0,4.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGR6",0,0,0.157,0,0,0.106,0.188,0,0.604,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYNE2",32.768,36.859,41.164,39.452,33.488,35.522,26.964,33.955,40.957,35.932,31.812,32.486,50.391,54.916,46.283,45.622,23.198,23.064,24.54,22.825,35.696,37.122,36.692,31.591,31.112,27.595,36.549,27.635,8.574,9.135,10.754,4.663,6.108,7.964,2.565,7.806,14.578,14.45,7.595,7.769,9.678,7.186,6.96,11.229,11.964,8.816,38.77,8.465,6.013,8.948,4.061,52.79,7.373,2.893,2.547,6.019,2.996,4.952,4.527,3.074,10.741,3.326,4.577,5.776,6.4,7.337,0.909,5.729,9.667,6.43,2.407,7.038,2.566,1.655,0.303,1.994,0.164,2.495,1.422,14.267,2.069,7.353,5.56,0,5.179,3.874,3.258,1.132,0.995,1.075
"NETO2",51.075,60.994,50.718,45.206,28.48,31.608,21.998,20.351,20.032,23.613,19.089,20.529,16.813,22.659,11.763,21.565,5.734,13.524,13.17,20.424,17.17,13.722,12.748,9.694,0.416,11.695,5.028,2.826,4.427,5.128,2.471,8.03,4.198,1.36,0.375,2.585,25.818,23.623,11.58,21.188,14.027,0.598,8.15,6.296,30.227,9.157,0,13.85,5.54,1.435,15.513,8.852,15.997,6.952,2.531,4.21,6.629,4.32,9.799,5.214,21.034,0,0.801,0.489,0,45.693,9.305,2.169,23.472,6.101,17.907,6.762,17.861,119.141,32.696,15.364,0.339,12.579,18.45,0.568,0.371,0,33.146,1.489,0,10.211,71.761,0.145,0,0
"SQRDL",37.659,20.258,34.875,14.333,19.194,18.159,17.94,13.743,8.122,5.196,12.804,13.214,19.025,35.496,18.592,26.77,28.647,65.539,37.874,24.188,50.023,49.179,53.747,56.258,58.19,51.261,45.655,58.886,0.847,9.221,7.01,0.366,22.681,29.615,7.973,13.922,10.217,8.955,18.44,24.543,7.606,17.86,18.799,11.29,0.122,9.803,83.748,3.343,2.839,37.189,6.951,0.421,0,18.952,13.809,6.482,0.301,2.993,1.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBXL6",22.331,21.647,33.484,7.547,4.895,6.079,5.614,7.505,6.231,6.038,8.012,6.446,17.533,2.282,9.253,6.367,9.928,9.637,6.109,4.272,11.135,4.2,12.129,7.118,12.869,14.885,17.624,13.954,1.367,2.837,1.602,0.175,0,0,2.773,0,0,1.67,5.973,5.828,0,0,0,2.128,0.273,0,0,0.957,1.179,0,3.952,0,2.58,0,0,0,5.879,2.151,1.271,0,9.353,1.298,0.23,1.19,0,2.936,0,1.136,1.151,0.162,2.422,1.18,4.371,25.87,20.045,1.559,0,0.397,0.488,2.677,0,0,0.86,0.957,3.117,14.024,0.256,1.816,0,0
"CD1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.627,16.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRAM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908,0,0,0,0,0,0.243,0,0,0.156,0,0,0,0,0,0,2.143,0,0,0,0,5.464,0,0.785,0,0,0,0,1.516,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROM2",0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.122,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALOX5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0.27,0.701,0,0.11,0,2.599,0,1.831,3.386,1.614,2.524,17.665,1.221,0,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0
"GPR162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNASE6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.574,1.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0
"GJA1",3.06,2.621,2.741,3.252,3.366,3.057,0.748,0.831,1.471,1.58,0.502,0.492,5.31,1.52,3.031,11.685,0.142,2.029,3.871,0.794,2.287,1.343,1.13,1.881,25.492,32.1,6.379,30.639,56.06,73.116,56.979,118.809,42.138,49.608,56.547,160.039,31.717,35.409,35.983,14.889,26.089,14.133,15.783,21.732,40.765,112.887,0.421,35.272,237.538,130.158,110.013,0.749,92.476,145.087,23.716,42.371,113.02,43.905,59.434,77.574,374.324,366.475,592.666,339.45,169.341,159.322,403.054,343.806,388.05,241.669,267.583,289.601,324.265,54.576,116.41,174.143,225.777,118.233,257.01,389.052,142.844,165.797,132.454,274.46,191.312,73.681,14.121,17.107,72.874,10.907
"SFXN2",0.431,0.429,1.226,0.768,0.498,0.785,0.423,0.222,0.389,0.604,0.324,0.743,0,0,0,9.507,0,0,1.614,0,1.444,7.025,0,0,1.159,0,0.908,16.202,0,0,0,0,0,0,0,0,0,0.379,0,1.598,0,0,2.779,0,0,0,0.103,7.192,6.881,0.33,0,0.274,0,4.878,0.408,0.106,0,0,0,0,17.344,13.181,0.202,9.678,0,0.218,1.043,5.114,25.264,0.442,4.396,0,1.662,11.777,0.471,0.133,0,22.563,0,0,0.203,22.606,0,0,0,0,20.211,0.412,0,39.092
"BTNL9",1.947,1.786,1.691,0.659,0.365,0.749,0.21,0.372,0,0,0.362,0.209,0,0,0,0.689,0.508,0,0,0,0.712,0,0,0.154,1.184,6.711,2.45,5.088,0.639,0,0.584,0,0,0,0,0,0,0,2.24,0.353,0,0.564,1.167,0,5.363,0,0,0.606,1.423,0,0,0,16.252,1.665,2.803,6.779,0,2.144,6.211,1.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA1683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF704",0.314,0.302,0.411,0.542,1.353,1.889,1.015,1.127,1.01,1.016,0.428,0.575,1.62,0.578,0.881,0,0.6,0.462,0.714,0,0.492,1.15,0.867,0.574,0,0,0.119,0.857,0,0,0.134,0,0.569,0,0,0,0.173,1.789,0,0,0,0,0,0.378,0.898,0,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0.184,1.313,6.354,3.64,6.632,0.337,2.41,3.453,4.685,1.958,1.983,1.16,3.015,0,0.105,0.803,0,7.149,0,1.962,0,0,0,0,3.369,0,0,0.18,0.121,0
"RNF208",0,0,0,0,0,0,0.122,0.152,0,0,0.327,0,0,0,0,0,0,0,0,0.673,0,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APOL6",0,0,0,0.141,0,0,0.111,0.128,0,0.178,0.164,0,0,0,0,0,0.179,0,0,0,0,0,0.451,0,0.143,0,0,0.114,0,0.112,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0.127,0.116,0.286,0,0,0,0,0.647,0.119,0,0,0,0,0.117,0.109,0,0,0,0.317,0.137,0,0.129,0.147,0.165,0,0,0,0,0.137,0.276,0,0.24,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0
"NPHP1",2.948,2.711,5.318,4.296,4.123,6.497,5.36,4.63,3.368,3.206,2.94,2.105,4.794,5.178,2.34,0.419,5.552,6.023,6.054,2.79,4.506,5.751,2.251,2.429,0,1.004,2.317,0,10.63,2.745,1.721,0,0.555,0.151,0.199,5.905,0.136,0.835,0,0.372,0.394,1.641,0,0,0.148,1.963,9.015,0.935,2.704,0,1.719,0,0.609,0.489,0,0.65,0,1.257,0.434,0.452,0,0,0.543,0,0,0,0,1.83,0,0,0.478,0,0,0.706,7.75,0,0,0,0,0,0,0,0,0,0,3.098,0,0,0,0
"PLK1",15.196,20.056,21.466,44.293,51.754,45.986,37.089,32.625,37.961,41.077,30.982,31.248,60.122,51.136,54.269,51.969,62.971,34.116,47.457,36.008,56.185,60.775,49.386,49.826,38.398,36.133,33.196,51.826,316.24,326.301,355.249,216.87,263.995,322.754,332.989,381.378,201.781,101.633,126.464,207.399,289.964,374.969,233.635,133.625,70.437,127.215,7.169,149.158,72.347,80.22,137.814,9.291,136.928,152.919,134.777,69.14,192.275,154.075,100.279,125.326,54.856,297.905,109.597,185.173,180.286,210.782,85.29,199.359,202.581,354.112,207.092,42.457,97.501,295.352,373.472,57.837,0.772,144.21,11.861,124.371,3.942,29.405,0.251,157.86,72.009,40.293,19.778,0.414,26.998,109.807
"RTN4R",11.791,18.311,19.941,5.45,8.199,9.408,4.565,4.516,5.719,4.26,4.829,4.775,16.788,0,0,4.864,24.718,6.802,18.144,5.52,13.759,8.38,11.007,15.385,6.953,0,5.877,0.11,4.976,0.931,3.812,0,6.283,0,1.285,0.43,2.162,0,12.036,3.259,1.61,4.283,0,0.299,0,1.484,0.137,0.1,0,0,1.798,0,0,0,0,0,0,0,1.467,0.649,0.299,0,0,0,0,2.671,0,0,0,0,0.832,0,2.531,0,0,2.098,0,0,0,0,0,0,0,0,6.167,0,0,0,11.47,0
"PUSL1",0.78,0.363,0.926,0.602,0.966,2.803,0.559,0.459,0.345,0.104,0.141,0.207,0,0,0,0,0.261,0,0.353,0.261,1.525,1.591,0.252,0,2.007,0,0,4.847,6.014,0,0,0,0,0.446,0.368,0,0,0,0,0,0,0.54,0,0,0.604,0,0,2.28,0,0,0.103,0,5.278,4.019,9.344,0,8.58,0,5.709,0,0.427,34.21,19.126,6.842,16.69,24.945,9.329,1.968,27.121,38.545,8.029,3.323,25.411,10.843,0.892,27.655,64.905,18.245,28.944,1.172,127.793,8.701,0.22,4.582,38.242,4.17,90.212,1.662,98.449,34.694
"ATP8B2",0,0,0,0,0,0.135,0,0.111,0,0,0,0,0,0,0.12,0,0,1.547,0.141,0,0.481,0,0,0.484,0.153,2.488,0.105,0.558,0.204,0.111,0.22,0,0.123,0.212,0.156,0,0.184,0,0,0.114,0.11,0.102,0,0,0.43,0.167,0.765,0.362,0.229,0.101,0.196,0.6,0,0.136,0.124,0.12,0.14,0,0.306,1.476,0.105,2.348,0.617,0.128,0.163,0.143,0,0.351,0.112,0.978,0.16,0.129,0.406,2.11,23.977,0.542,0,0,0.109,0.797,0.267,0.215,0,1.197,0,0.134,0.219,0,0,0
"GUSBP3",0.251,0.511,0.247,0.416,0.597,0.207,0.383,0.664,0.581,0.293,0.268,0.474,0.402,0.192,0.347,0.464,0.247,0.288,1.821,0.245,0.356,0.228,0.248,0.366,0.846,0.241,1.25,0.502,9.993,6.901,6.072,7.863,3.881,1.269,0.311,1.985,0.226,0.331,0.828,1.369,5.432,2.399,0.169,0.26,1.898,1.402,6.997,2.142,1.399,5.813,0.174,0.957,8.191,1.627,0.493,0.369,0.471,6.243,1.276,0.616,0.51,1.066,10.194,1.845,1.26,0,0.169,0.467,0.124,0.193,0.511,6.343,0.607,0.978,0.889,0.81,4.01,0.471,0.193,0.353,0.106,1.232,0.557,0,0.216,0,2.928,0.683,0,0
"ZNF141",1.598,1.37,1.802,3.884,3.693,3.154,5.725,4.06,3.439,3.246,3.856,4.036,7.964,0.686,15.993,1.627,2.261,0.438,3.437,3.376,1.175,0.793,4.178,1.551,1.598,3.274,10.664,12.319,9.621,6.717,7.461,3.908,4.548,9.373,3.223,7.952,8.328,4.194,6.611,5.588,1.685,0.579,7.822,1.025,16.522,4.301,34.829,5.474,0.963,2.42,23.242,0.285,2.644,3.396,4.358,2.111,1.456,10.844,20.503,8.054,0,0.689,0.734,0.948,1.095,0,0,0.325,0.622,0.603,1.715,0,9.768,1.925,24.532,2.104,1.397,1.461,9.668,3.033,0.159,20.632,0,0,1.545,1.349,0.306,0,0.258,4.984
"SEC16B",1.178,1.988,1.876,2.681,4.441,3.301,3.24,2.505,2.264,2.83,1.161,1.128,7.257,4.315,0,0.208,5.517,2.767,3.639,5.143,3.237,0.425,4.805,2.88,7.912,1.002,2.556,2.382,2.741,0,0,0,0.419,0,0,0,3.429,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACHD1",0,0,0,0,0,0,0.107,0,0.162,0.253,0.613,0.257,0,0,0,0.149,0,0,1.153,0,0,0,0,0,0,2.87,0,0,0,0,1.467,0,0,2.028,0.64,3.822,0,0.126,0,0,0,0,0,0,0.838,0.521,0,8.059,0,1.779,1.162,0,8.362,7.789,0.412,0,0.107,0.192,5.947,4.736,0.527,0.182,12.261,3.728,5.977,1.765,11.064,3.438,0.187,0,7.1,0.904,0,0.245,0,0.462,0,0,20.668,57.956,5.565,0.492,0,28.178,1.898,0.513,0,0,0.234,0
"GAN",2.118,3.622,3.749,2.465,0.878,2.455,0.906,1.128,1.661,1.173,1.971,1.878,0,3.435,0,0,0.391,0,0.343,0,2.603,1.081,2.117,1.153,2.813,1.635,0.189,0.116,16.652,14.873,0.237,2.355,6.488,1.033,5.967,1.228,30.827,17.328,6.216,12.106,10.849,5.345,10.38,3.876,12.769,6.608,0.116,5.598,3.307,2.103,4.749,0,9.376,12.114,1.823,5.425,8.739,2.963,2.984,9.531,0,5.251,2.817,1.282,3.19,0,6.362,8.99,1.374,1.495,5.992,1.598,11.815,3.069,0.155,10.163,0,0,1.389,0.822,0,19.63,0,0,0,0,0,0,3.966,0.367
"EXOC6B",0.249,0.135,0.512,0.811,0.277,0.869,0.134,0.674,0.366,0.232,0.707,0.494,0,0,0,0.101,1.868,0,0,4.178,0.884,2.911,0,0,0,4.146,0.283,1.422,0.431,1.689,0.124,2.263,4.645,4.126,3.625,16.354,0.623,2.894,0,0,0,4.117,1.958,3.999,0.105,0.492,4.37,1.411,0,3.358,6.547,19.61,4.661,0.192,0,2.715,0.752,2.388,2.662,0,0,0,0,10.452,0,0,0,0,0,0,0,0,2.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAMP1",0,0,0,0.844,0.636,0.427,0.207,0.207,0.424,0.452,0.515,0.234,0.261,0,0,4.693,1.042,1.633,0,0,1.782,0,1.574,0,51.662,29.705,57.049,14.378,30.748,48.773,50.649,50.999,37.179,11.268,29.534,11.137,15.579,9.037,21.902,36.25,30.928,7.888,27.448,32.971,15.979,4.004,0.168,9.274,6.68,15.259,10.582,0,21.487,17.847,33.277,29.911,21.783,16.786,18.753,4.649,0,0,0,0,0,0,0,0,0,0.316,2.514,0,2.494,6.552,0.192,0,0,0,0,0,0,0,0,0,0,0.282,0,0,0,0
"FLT3LG",0.133,0.145,0.117,0.328,0.463,0.118,0.753,1.06,0.55,0.457,0.338,0.354,0,3.811,1.999,0,1.014,0.286,2.444,0,0,0,0.954,1.387,2.068,0,0,0.713,1.728,0.548,1.973,2.775,2.25,0,1.411,4.532,3.443,0.725,0,3.785,0,0,4.04,0,2.234,1.137,0,5.521,5.576,2.859,1.356,0,2.224,9.237,0.388,0.89,2.37,0.863,3.376,2.075,0,0.589,0.111,0,0.102,0,0,0,0,0,0,0,0,0,0,0.711,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
"PM20D2",0.117,0.86,0.423,1.903,1.068,1.657,0.506,0.484,0.494,0.511,0.807,0.42,0,0,3.807,0,0,2.329,0.506,0.596,0.453,0,1.104,0.305,0.411,5.425,0.13,0,1.694,1.189,0.228,0,0.409,0,0.737,0,1.708,1.932,0.3,0.367,0,0,1.978,0,1.574,0,0.504,0.818,0.118,0,0.488,12.794,0,0,0.102,0,0,0,0.109,0.12,2.913,0,4.717,2.511,0.146,3.046,1.848,0,0.302,0,3.43,0.115,0.105,0,0,5.86,0,0,0,0,2.603,0.259,0.304,1.084,0.192,0,0,0,0,0
